,Tc_RU,Tf_RU,Hz1_RU,Hz2_RU,Pc_RU,Pf_RU,Tc_HX1_RU,Tc_HX2_RU,Tc_HX1_CIN,Tf_HX1_CIN,Q_HX1_CIN,Hz_HX1_CIN,Tc_HX2_CIN,Tf_HX2_CIN,Q_HX2_CIN,Hz_HX2_CIN,DP_RU
2025-07-25 19:15:00,80,68,43,42,4081.0,2442.0,80,613,80,75,13,11,82,75,13,11,
2025-07-25 19:30:00,78,68,41,42,4040.0,2437.0,79,616,78,76,21,11,79,76,21,11,
2025-07-25 19:45:00,78,68,42,42,4013.0,2412.0,79,612,78,77,21,11,79,76,21,11,
2025-07-25 20:00:00,82,68,42,42,4024.0,2418.0,82,616,82,79,21,11,84,78,21,11,
2025-07-25 20:15:00,83,69,42,43,4035.0,2403.0,83,621,83,78,21,11,84,78,22,11,
2025-07-25 20:30:00,83,68,42,42,4023.0,2418.0,83,620,82,78,20,11,83,78,21,11,
2025-07-25 20:45:00,83,68,42,42,4025.0,2426.0,83,624,82,79,21,11,84,79,22,11,
2025-07-25 21:00:00,83,68,42,42,4061.0,2427.0,83,618,82,78,20,11,84,78,22,11,
2025-07-25 21:15:00,82,68,43,42,4077.0,2427.0,82,626,82,78,21,11,84,78,21,11,
2025-07-25 21:30:00,74,67,43,43,4068.0,2418.0,74,611,74,74,1,15,72,73,0,15,
2025-07-25 21:45:00,74,67,44,44,4147.0,2389.0,74,614,76,74,1,15,68,73,0,15,
2025-07-25 22:00:00,73,66,44,44,4167.0,2358.0,74,610,73,74,2,18,65,72,0,18,
2025-07-25 22:15:00,74,68,44,43,4074.0,2355.0,74,612,72,74,1,16,68,72,0,16,
2025-07-25 22:30:00,74,68,43,43,3973.0,2318.0,74,609,72,74,1,19,64,70,0,19,
2025-07-25 22:45:00,74,68,43,43,3972.0,2301.0,74,613,72,75,2,16,60,72,0,16,
2025-07-25 23:00:00,74,67,44,42,4003.0,2294.0,74,585,71,74,1,18,58,72,0,18,
2025-07-25 23:15:00,74,67,44,43,3977.0,2271.0,74,593,72,74,2,17,59,72,0,17,
2025-07-25 23:30:00,74,68,43,42,3916.0,2239.0,74,599,72,75,1,14,56,73,0,14,
2025-07-25 23:45:00,76,69,42,42,3924.0,2336.0,76,603,68,76,1,13,59,72,0,13,
2025-07-26 00:00:00,73,66,43,44,4146.0,2368.0,73,602,72,74,2,18,73,72,0,18,
2025-07-26 00:15:00,74,67,43,43,4028.0,2351.0,73,604,71,74,1,15,66,73,0,15,
2025-07-26 00:30:00,74,67,43,43,4029.0,2313.0,74,605,71,74,1,15,63,73,0,16,
2025-07-26 00:45:00,72,65,45,45,4146.0,2306.0,72,603,72,72,3,23,74,71,1,23,
2025-07-26 01:00:00,71,64,47,47,4342.0,2288.0,71,606,73,70,5,29,75,69,4,29,
2025-07-26 01:15:00,71,63,47,46,4296.0,2275.0,71,605,73,70,5,30,75,69,4,30,
2025-07-26 01:30:00,71,63,48,47,4391.0,2251.0,71,604,73,70,6,32,75,69,4,32,
2025-07-26 01:45:00,71,63,47,47,4224.0,2246.0,71,604,72,70,5,31,74,69,5,31,
2025-07-26 02:00:00,71,63,48,47,4395.0,2302.0,71,604,73,70,6,32,75,69,5,33,
2025-07-26 02:15:00,71,62,48,48,4420.0,2362.0,71,607,73,69,6,33,75,69,5,33,
2025-07-26 02:30:00,71,63,48,48,4420.0,2347.0,71,602,73,69,7,33,75,69,6,33,
2025-07-26 02:45:00,71,63,47,47,4389.0,2345.0,71,598,73,70,6,33,75,69,5,33,
2025-07-26 03:00:00,71,63,47,47,4348.0,2324.0,71,601,73,69,7,35,75,68,6,35,
2025-07-26 03:15:00,70,62,48,48,4431.0,2313.0,70,599,73,69,8,36,74,68,7,37,
2025-07-26 03:30:00,71,62,48,49,4429.0,2308.0,70,597,73,68,8,36,75,68,7,36,
2025-07-26 03:45:00,71,61,49,49,4506.0,2290.0,70,591,73,68,9,39,75,67,9,40,
2025-07-26 04:00:00,70,61,50,50,4521.0,2291.0,70,591,72,67,10,41,74,67,9,41,
2025-07-26 04:15:00,70,61,49,49,4438.0,2299.0,70,588,73,68,9,40,74,66,9,40,
2025-07-26 04:30:00,70,61,49,49,4429.0,2293.0,70,596,73,68,10,40,74,67,9,40,
2025-07-26 04:45:00,70,61,49,49,4412.0,2283.0,70,595,72,68,9,39,74,67,8,39,
2025-07-26 05:00:00,70,61,49,48,4361.0,2274.0,70,593,72,67,9,40,74,67,8,40,
2025-07-26 05:15:00,70,62,49,48,4357.0,2276.0,70,599,72,68,9,38,75,67,8,38,
2025-07-26 05:30:00,70,62,49,48,4376.0,2266.0,70,598,72,67,9,40,74,67,8,40,
2025-07-26 05:45:00,70,61,49,48,4356.0,2265.0,70,597,72,67,9,40,75,67,8,40,
2025-07-26 06:00:00,70,62,49,49,4395.0,2268.0,70,596,72,68,10,39,74,67,9,40,
2025-07-26 06:15:00,70,61,49,49,4365.0,2258.0,70,598,72,68,9,40,74,67,9,40,
2025-07-26 06:30:00,70,61,50,49,4393.0,2229.0,70,595,72,67,11,43,74,66,10,44,
2025-07-26 06:45:00,70,61,49,49,4408.0,2234.0,70,595,73,67,10,41,74,66,9,41,
2025-07-26 07:00:00,71,62,49,49,4313.0,2241.0,70,588,72,68,9,40,74,66,9,40,
2025-07-26 07:15:00,70,61,49,49,4372.0,2255.0,70,588,73,68,10,41,75,67,9,41,
2025-07-26 07:30:00,70,62,49,49,4355.0,2230.0,71,590,73,67,10,41,74,67,9,41,
2025-07-26 07:45:00,70,61,49,49,4344.0,2239.0,70,590,73,67,10,41,75,67,9,41,
2025-07-26 08:00:00,70,61,49,49,4359.0,2244.0,70,587,73,67,11,43,74,66,10,42,
2025-07-26 08:15:00,70,61,50,49,4399.0,2228.0,70,588,74,67,10,42,75,66,9,42,
2025-07-26 08:30:00,70,61,49,48,4408.0,2227.0,70,593,73,67,10,42,75,67,10,42,
2025-07-26 08:45:00,70,61,49,49,4409.0,2232.0,71,591,73,67,10,41,75,66,10,41,
2025-07-26 09:00:00,70,61,49,49,4414.0,2237.0,70,598,74,67,11,43,75,65,10,43,
2025-07-26 09:15:00,70,61,49,49,4362.0,2243.0,71,595,73,67,10,42,75,67,9,42,
2025-07-26 09:30:00,70,61,48,49,4388.0,2218.0,70,600,74,67,10,43,75,66,9,43,
2025-07-26 09:45:00,70,61,49,49,4400.0,2225.0,70,598,74,67,10,43,75,66,9,42,
2025-07-26 10:00:00,70,61,50,49,4396.0,2256.0,70,599,74,66,12,45,75,66,11,45,
2025-07-26 10:15:00,70,62,49,49,4421.0,2219.0,70,600,74,67,10,41,75,67,9,41,
2025-07-26 10:30:00,70,62,49,47,4322.0,2240.0,70,597,74,68,9,40,75,66,9,41,
2025-07-26 10:45:00,70,62,49,48,4326.0,2246.0,70,605,73,67,9,40,75,67,9,40,
2025-07-26 11:00:00,70,62,49,48,4350.0,2241.0,70,598,73,67,10,41,74,67,9,41,
2025-07-26 11:15:00,71,62,49,48,4326.0,2226.0,70,597,73,67,10,41,74,66,9,41,
2025-07-26 11:30:00,70,62,47,47,4323.0,2247.0,70,603,73,68,10,42,75,66,9,42,
2025-07-26 11:45:00,70,62,49,48,4324.0,2237.0,71,599,73,67,10,40,75,66,9,41,
2025-07-26 12:00:00,70,62,49,48,4334.0,2235.0,70,603,73,67,10,41,75,67,9,41,
2025-07-26 12:15:00,70,62,49,47,4320.0,2224.0,70,602,73,67,10,41,75,67,8,41,
2025-07-26 12:30:00,70,62,48,48,4321.0,2239.0,70,602,73,67,10,42,74,67,9,42,
2025-07-26 12:45:00,70,62,49,48,4372.0,2223.0,70,603,73,67,9,40,74,66,9,41,
2025-07-26 13:00:00,70,62,47,49,4322.0,2228.0,70,599,73,67,10,40,74,67,9,41,
2025-07-26 13:15:00,70,62,48,48,4274.0,2228.0,70,599,73,68,9,41,74,67,9,41,
2025-07-26 13:30:00,70,62,49,48,4331.0,2236.0,70,597,73,67,10,40,74,67,9,41,
2025-07-26 13:45:00,69,62,49,48,4330.0,2232.0,70,602,73,68,10,40,74,66,9,40,
2025-07-26 14:00:00,70,62,48,47,4316.0,2227.0,70,605,73,67,10,40,74,67,9,40,
2025-07-26 14:15:00,69,62,48,48,4310.0,2212.0,71,601,73,67,10,41,75,66,9,41,
2025-07-26 14:30:00,70,60,50,50,4556.0,2338.0,70,603,73,67,11,44,74,66,10,44,
2025-07-26 14:45:00,70,62,48,49,4444.0,2346.0,70,603,73,67,9,40,75,67,8,40,
2025-07-26 15:00:00,70,62,49,48,4425.0,2349.0,71,599,73,68,10,40,75,67,8,40,
2025-07-26 15:15:00,69,62,49,49,4467.0,2329.0,71,602,73,67,10,40,75,66,9,41,
2025-07-26 15:30:00,71,62,49,48,4467.0,2328.0,70,606,73,67,10,41,75,67,9,41,
2025-07-26 15:45:00,70,61,49,49,4462.0,2336.0,71,605,73,67,10,42,75,66,9,42,
2025-07-26 16:00:00,70,62,48,48,4418.0,2332.0,71,597,73,67,10,40,75,66,9,40,
2025-07-26 16:15:00,71,62,49,49,4458.0,2328.0,70,605,73,67,10,40,75,66,9,40,
2025-07-26 16:30:00,70,62,48,48,4409.0,2325.0,70,657,73,67,10,40,75,67,9,41,
2025-07-26 16:45:00,70,62,48,48,4397.0,2321.0,70,438,73,67,10,42,75,67,9,42,
2025-07-26 17:00:00,70,62,49,48,4443.0,2317.0,71,592,73,67,10,40,75,67,9,41,
2025-07-26 17:15:00,70,62,49,48,4398.0,2315.0,70,594,74,67,10,40,75,67,9,41,
2025-07-26 17:30:00,70,62,48,48,4391.0,2305.0,71,592,74,67,10,40,75,67,9,40,
2025-07-26 17:45:00,70,62,49,48,4388.0,2316.0,70,594,73,67,10,41,74,67,9,41,
2025-07-26 18:00:00,70,62,49,48,4388.0,2307.0,70,593,73,67,10,41,75,66,9,42,
2025-07-26 18:15:00,70,62,49,48,4390.0,2298.0,70,597,73,67,10,40,75,67,9,41,
2025-07-26 18:30:00,70,62,48,49,4386.0,2298.0,71,591,74,68,9,40,75,67,8,41,
2025-07-26 18:45:00,71,62,49,48,4427.0,2269.0,71,599,74,67,10,41,75,67,9,41,
2025-07-26 19:00:00,70,62,49,48,4403.0,2289.0,70,602,73,67,10,41,75,67,9,41,
2025-07-26 19:15:00,70,61,49,49,4398.0,2272.0,70,604,74,67,11,44,75,66,10,44,
2025-07-26 19:30:00,70,62,49,49,4410.0,2272.0,70,605,73,67,9,41,75,67,9,41,
2025-07-26 19:45:00,70,62,49,49,4385.0,2271.0,70,604,74,67,9,40,75,66,8,41,
2025-07-26 20:00:00,70,61,49,49,4332.0,2264.0,70,606,73,67,10,42,75,66,9,42,
2025-07-26 20:15:00,70,62,48,49,4371.0,2248.0,70,605,73,67,10,42,75,66,9,42,
2025-07-26 20:30:00,70,61,49,49,4386.0,2245.0,70,562,73,67,10,41,75,67,9,41,
2025-07-26 20:45:00,70,61,49,49,4367.0,2231.0,70,571,73,67,10,41,75,67,9,42,
2025-07-26 21:00:00,70,62,49,47,4323.0,2247.0,71,576,74,68,9,40,75,67,8,40,
2025-07-26 21:15:00,70,62,49,49,4385.0,2203.0,70,570,73,67,10,41,75,66,9,42,
2025-07-26 21:30:00,70,61,49,49,4339.0,2202.0,70,574,73,67,10,42,75,66,9,42,
2025-07-26 21:45:00,70,61,48,49,4355.0,2173.0,70,577,73,68,10,41,74,67,9,41,
2025-07-26 22:00:00,70,62,49,49,4293.0,2160.0,71,585,73,67,10,40,75,67,9,40,
2025-07-26 22:15:00,70,62,49,49,4275.0,2137.0,70,588,74,68,10,41,75,67,9,41,
2025-07-26 22:30:00,70,62,49,49,4253.0,2099.0,70,582,74,67,10,41,75,67,9,41,
2025-07-26 22:45:00,70,62,49,49,4206.0,2079.0,70,585,73,67,10,41,74,67,9,41,
2025-07-26 23:00:00,71,62,49,49,4181.0,2042.0,70,587,73,67,10,41,75,67,9,41,
2025-07-26 23:15:00,70,62,49,48,4139.0,2015.0,70,579,73,67,10,41,74,67,9,41,
2025-07-26 23:30:00,70,62,49,49,4131.0,1986.0,70,579,73,67,10,40,75,67,9,41,
2025-07-26 23:45:00,70,62,49,49,4018.0,1928.0,70,592,73,67,10,40,75,66,9,40,
2025-07-27 00:00:00,70,62,49,47,3880.0,1823.0,70,587,73,68,10,41,75,66,9,41,
2025-07-27 00:15:00,70,62,49,49,3865.0,1767.0,70,598,73,67,9,40,75,67,8,40,
2025-07-27 00:30:00,70,62,49,49,3850.0,1725.0,70,598,73,67,10,41,75,67,9,41,
2025-07-27 00:45:00,69,60,50,50,3931.0,1687.0,70,605,72,67,11,44,74,65,10,44,
2025-07-27 01:00:00,70,61,49,49,3852.0,1673.0,70,602,73,67,10,41,74,66,9,42,
2025-07-27 01:15:00,70,61,49,49,3779.0,1652.0,70,604,73,67,10,42,74,66,9,42,
2025-07-27 01:30:00,70,62,49,49,3677.0,1552.0,70,604,72,68,9,40,75,67,9,40,
2025-07-27 01:45:00,70,61,49,49,3678.0,1547.0,70,602,72,67,10,43,74,66,9,43,
2025-07-27 02:00:00,70,61,49,49,3654.0,1528.0,70,604,73,67,10,41,74,66,9,42,
2025-07-27 02:15:00,69,61,49,49,3662.0,1479.0,70,602,73,67,11,42,74,66,9,42,
2025-07-27 02:30:00,70,61,49,49,3588.0,1439.0,70,602,73,67,10,42,74,66,10,42,
2025-07-27 02:45:00,70,61,49,49,3539.0,1409.0,70,601,73,67,11,43,74,66,10,44,
2025-07-27 03:00:00,70,61,49,49,3539.0,1371.0,70,600,72,67,10,42,74,66,10,43,
2025-07-27 03:15:00,70,61,49,49,3527.0,1353.0,70,601,73,67,11,43,74,66,10,43,
2025-07-27 03:30:00,70,62,49,48,3447.0,1343.0,70,603,73,67,10,43,75,66,9,43,
2025-07-27 03:45:00,69,61,50,49,3517.0,1320.0,70,604,73,66,12,46,74,65,11,46,
2025-07-27 04:00:00,70,61,50,48,3525.0,1327.0,70,606,72,67,11,44,74,66,10,44,
2025-07-27 04:15:00,70,61,50,50,3500.0,1298.0,70,602,73,67,11,44,74,66,10,44,
2025-07-27 04:30:00,70,61,49,49,3465.0,1297.0,70,602,72,67,11,44,74,66,10,44,
2025-07-27 04:45:00,70,61,50,49,3484.0,1307.0,70,607,73,67,11,44,74,66,10,44,
2025-07-27 05:00:00,70,60,50,50,3526.0,1300.0,70,608,73,67,11,44,75,66,10,44,
2025-07-27 05:15:00,70,60,50,49,3504.0,1288.0,70,604,73,67,11,43,74,66,10,43,
2025-07-27 05:30:00,70,60,50,50,3511.0,1299.0,70,605,73,67,11,43,75,66,10,43,
2025-07-27 05:45:00,70,61,50,50,3532.0,1268.0,70,588,72,67,11,43,74,66,10,44,
2025-07-27 06:00:00,70,61,49,49,3465.0,1308.0,70,590,73,67,11,43,74,65,10,43,
2025-07-27 06:15:00,70,62,49,49,3481.0,1301.0,71,588,73,67,11,44,74,66,10,44,
2025-07-27 06:30:00,70,61,48,49,3457.0,1301.0,70,587,73,67,10,43,75,66,9,43,
2025-07-27 06:45:00,70,61,49,49,3430.0,1254.0,70,588,73,67,11,43,75,66,10,43,
2025-07-27 07:00:00,70,60,49,49,3378.0,1221.0,70,588,73,66,11,43,75,67,9,43,
2025-07-27 07:15:00,70,61,49,49,3415.0,1262.0,70,591,73,67,10,44,75,65,10,44,
2025-07-27 07:30:00,70,61,49,49,3424.0,1258.0,70,595,72,67,11,44,75,66,10,44,
2025-07-27 07:45:00,70,61,49,48,3409.0,1250.0,70,596,73,67,11,42,74,66,10,43,
2025-07-27 08:00:00,70,61,49,49,3397.0,1275.0,70,595,73,66,11,43,74,66,10,43,
2025-07-27 08:15:00,70,61,49,49,3422.0,1262.0,70,592,73,67,11,42,75,66,10,42,
2025-07-27 08:30:00,70,61,49,49,3376.0,1262.0,70,592,73,67,11,43,75,66,10,43,
2025-07-27 08:45:00,70,61,49,49,3425.0,1281.0,70,600,73,67,11,42,74,66,10,42,
2025-07-27 09:00:00,70,61,49,49,3448.0,1270.0,70,595,73,67,10,43,75,66,10,43,
2025-07-27 09:15:00,70,61,49,49,3414.0,1262.0,70,595,73,67,10,43,75,66,10,43,
2025-07-27 09:30:00,70,61,50,49,3464.0,1260.0,70,594,73,67,11,44,75,66,10,44,
2025-07-27 09:45:00,70,62,48,48,3392.0,1314.0,70,589,72,67,10,41,74,67,9,41,
2025-07-27 10:00:00,70,62,49,49,3390.0,1266.0,70,588,73,68,9,40,75,67,9,40,
2025-07-27 10:15:00,71,62,49,48,3360.0,1288.0,71,583,73,67,10,42,75,66,9,42,
2025-07-27 10:30:00,70,62,49,48,3397.0,1293.0,70,587,73,67,10,42,75,66,9,42,
2025-07-27 10:45:00,70,62,49,49,3415.0,1284.0,70,590,73,67,10,41,75,66,9,41,
2025-07-27 11:00:00,70,62,49,49,3406.0,1247.0,71,601,74,67,10,42,75,66,9,42,
2025-07-27 11:15:00,70,61,50,49,3409.0,1247.0,71,605,73,67,10,42,75,66,9,42,
2025-07-27 11:30:00,70,61,49,49,3395.0,1269.0,71,605,74,67,10,41,75,66,9,42,
2025-07-27 11:45:00,70,62,50,49,3300.0,1180.0,70,607,73,67,11,41,75,66,9,41,
2025-07-27 12:00:00,70,61,49,49,3362.0,1215.0,70,604,73,67,10,42,74,66,10,43,
2025-07-27 12:15:00,70,61,49,49,3300.0,1202.0,70,611,73,67,10,41,75,66,9,41,
2025-07-27 12:30:00,70,62,50,50,3366.0,1167.0,70,606,74,67,10,41,75,66,9,41,
2025-07-27 12:45:00,70,61,50,49,3365.0,1211.0,70,602,73,67,11,44,75,65,10,44,
2025-07-27 13:00:00,70,61,50,49,3376.0,1223.0,70,603,73,66,11,42,75,66,10,43,
2025-07-27 13:15:00,70,61,49,48,3349.0,1240.0,70,602,74,67,10,41,75,66,10,42,
2025-07-27 13:30:00,70,61,49,49,3328.0,1274.0,70,601,73,67,10,41,75,67,9,41,
2025-07-27 13:45:00,70,61,49,49,3390.0,1243.0,70,603,73,67,11,43,74,66,10,44,
2025-07-27 14:00:00,70,62,49,49,3362.0,1250.0,71,602,73,68,9,39,74,67,8,40,
2025-07-27 14:15:00,70,62,49,49,3350.0,1194.0,70,601,73,68,9,39,75,67,8,39,
2025-07-27 14:30:00,70,62,49,49,3306.0,1189.0,70,604,73,68,9,40,74,67,9,40,
2025-07-27 14:45:00,70,61,48,49,3304.0,1210.0,71,601,73,67,10,41,74,66,9,41,
2025-07-27 15:00:00,70,62,49,49,3284.0,1181.0,70,601,73,67,10,40,75,67,9,40,
2025-07-27 15:15:00,70,62,48,49,3300.0,1195.0,70,606,73,68,10,40,74,67,8,41,
2025-07-27 15:30:00,70,62,49,49,3301.0,1192.0,70,601,72,67,10,41,75,66,9,41,
2025-07-27 15:45:00,70,62,49,48,3268.0,1191.0,70,597,73,67,10,42,75,67,9,42,
2025-07-27 16:00:00,70,61,49,49,3304.0,1175.0,70,598,73,67,10,43,75,66,10,43,
2025-07-27 16:15:00,70,62,49,48,3247.0,1169.0,70,603,73,68,9,41,75,66,9,41,
2025-07-27 16:30:00,70,61,49,49,3220.0,1191.0,70,606,73,67,10,41,75,67,9,41,
2025-07-27 16:45:00,70,62,49,49,3263.0,1129.0,70,603,73,68,9,39,75,67,8,39,
2025-07-27 17:00:00,70,62,49,49,3222.0,1128.0,69,608,73,68,9,40,75,67,8,40,
2025-07-27 17:15:00,70,62,48,49,3204.0,1151.0,70,601,73,67,10,42,74,66,9,42,
2025-07-27 17:30:00,70,61,49,49,3275.0,1131.0,70,606,73,67,10,41,75,67,9,41,
2025-07-27 17:45:00,69,61,49,49,3215.0,1121.0,70,605,72,67,11,44,74,67,10,44,
2025-07-27 18:00:00,70,61,49,49,3274.0,1121.0,70,604,72,67,10,42,74,66,9,42,
2025-07-27 18:15:00,70,61,49,49,3229.0,1117.0,70,604,74,67,10,42,75,67,9,42,
2025-07-27 18:30:00,70,62,49,50,3292.0,1100.0,70,605,72,67,10,41,74,66,9,42,
2025-07-27 18:45:00,69,61,49,49,3217.0,1119.0,70,604,72,67,10,41,74,66,9,42,
2025-07-27 19:00:00,70,61,49,49,3265.0,1111.0,69,606,72,67,10,42,74,66,9,42,
2025-07-27 19:15:00,70,61,49,49,3172.0,1060.0,70,606,73,67,10,41,74,66,9,41,
2025-07-27 19:30:00,69,61,49,49,3143.0,1032.0,69,606,72,67,10,41,74,66,9,41,
2025-07-27 19:45:00,70,61,48,49,3122.0,1047.0,70,602,73,68,10,41,73,66,9,42,
2025-07-27 20:00:00,70,61,49,50,3218.0,1021.0,70,607,72,67,10,42,74,66,10,42,
2025-07-27 20:15:00,69,61,49,49,3206.0,1061.0,70,609,72,67,11,41,73,66,9,42,
2025-07-27 20:30:00,70,60,50,49,3223.0,1037.0,70,609,73,66,11,44,74,65,11,45,
2025-07-27 20:45:00,70,60,50,50,3237.0,1063.0,69,608,72,66,11,43,74,66,11,43,
2025-07-27 21:00:00,70,59,50,50,3300.0,1056.0,69,608,72,66,11,43,74,65,10,43,
2025-07-27 21:15:00,70,60,50,50,3291.0,1090.0,70,604,72,67,11,43,74,67,10,43,
2025-07-27 21:30:00,69,61,50,50,3305.0,1074.0,69,606,72,67,11,44,73,66,10,44,
2025-07-27 21:45:00,69,59,50,50,3325.0,1098.0,69,607,72,66,11,44,74,66,10,45,
2025-07-27 22:00:00,70,61,49,49,3266.0,1118.0,70,603,72,67,10,41,73,66,9,42,
2025-07-27 22:15:00,70,61,49,49,3245.0,1101.0,70,604,72,67,10,41,74,66,9,41,
2025-07-27 22:30:00,69,61,50,48,3259.0,1087.0,70,604,72,67,11,42,74,66,10,43,
2025-07-27 22:45:00,70,60,50,50,3286.0,1081.0,69,603,73,67,11,43,73,66,10,43,
2025-07-27 23:00:00,70,60,50,49,3238.0,1100.0,70,604,72,66,11,43,74,66,10,43,
2025-07-27 23:15:00,70,61,50,50,3266.0,1072.0,69,603,72,67,11,44,73,66,10,44,
2025-07-27 23:30:00,70,61,50,50,3266.0,1082.0,70,604,71,66,11,44,74,65,10,44,
2025-07-27 23:45:00,70,61,50,49,3274.0,1077.0,69,609,72,66,11,44,74,66,10,44,
2025-07-28 00:00:00,69,61,50,50,3265.0,1067.0,69,604,72,66,11,44,74,66,10,44,
2025-07-28 00:15:00,70,60,50,50,3301.0,1097.0,69,607,71,67,12,44,74,66,10,44,
2025-07-28 00:30:00,69,61,50,49,3267.0,1071.0,69,609,72,67,11,43,73,66,10,43,
2025-07-28 00:45:00,69,60,50,50,3281.0,1077.0,69,609,72,67,11,43,74,66,10,43,
2025-07-28 01:00:00,69,60,50,50,3310.0,1073.0,70,607,72,67,11,43,73,66,10,43,
2025-07-28 01:15:00,70,60,50,49,3262.0,1064.0,69,611,72,67,11,42,73,66,10,42,
2025-07-28 01:30:00,69,60,50,50,3277.0,1058.0,69,609,72,67,11,44,74,66,10,44,
2025-07-28 01:45:00,69,60,50,50,3271.0,1071.0,69,604,72,66,12,45,74,65,11,45,
2025-07-28 02:00:00,70,61,48,50,3266.0,1054.0,70,604,72,67,11,44,74,66,10,44,
2025-07-28 02:15:00,69,60,50,50,3298.0,1064.0,69,606,72,66,12,44,74,66,11,44,
2025-07-28 02:30:00,70,61,50,48,3173.0,1015.0,70,606,72,66,11,43,73,66,10,44,
2025-07-28 02:45:00,70,61,50,49,3207.0,1024.0,70,605,71,67,11,42,73,66,10,43,
2025-07-28 03:00:00,70,61,50,50,3195.0,1031.0,70,606,72,67,11,43,74,66,10,43,
2025-07-28 03:15:00,69,60,50,50,3244.0,1013.0,69,606,72,66,12,45,73,66,11,45,
2025-07-28 03:30:00,70,61,50,49,3174.0,1017.0,69,606,72,66,11,45,74,65,11,45,
2025-07-28 03:45:00,69,60,50,50,3275.0,1040.0,69,604,71,66,12,47,73,65,11,47,
2025-07-28 04:00:00,69,60,50,50,3229.0,1040.0,70,605,72,66,12,44,73,65,11,45,
2025-07-28 04:15:00,69,60,50,50,3199.0,1015.0,70,602,72,66,11,45,73,65,10,45,
2025-07-28 04:30:00,69,60,50,50,3192.0,1004.0,69,606,71,66,12,44,73,66,11,45,
2025-07-28 04:45:00,69,60,50,50,3174.0,1003.0,69,606,72,66,11,44,74,66,10,44,
2025-07-28 05:00:00,69,61,50,50,3129.0,956.0,68,605,72,66,11,45,73,66,10,45,
2025-07-28 05:15:00,69,61,50,50,3173.0,997.0,70,606,72,66,11,44,74,66,10,44,
2025-07-28 05:30:00,70,60,50,50,3142.0,980.0,70,604,73,67,11,43,75,66,10,43,
2025-07-28 05:45:00,69,61,50,50,3147.0,977.0,70,606,73,66,11,44,74,66,10,44,
2025-07-28 06:00:00,69,60,51,50,3230.0,983.0,70,605,73,67,12,45,75,66,11,45,
2025-07-28 06:15:00,70,60,50,48,3177.0,1004.0,70,601,73,66,12,44,75,65,11,45,
2025-07-28 06:30:00,70,60,50,50,3192.0,1000.0,70,602,73,66,11,43,75,66,11,43,
2025-07-28 06:45:00,70,60,50,50,3078.0,922.0,69,604,73,66,12,45,75,66,11,45,
2025-07-28 07:00:00,69,60,50,50,3101.0,958.0,70,606,73,66,12,44,74,66,10,45,
2025-07-28 07:15:00,70,61,50,50,3109.0,944.0,70,605,72,66,11,44,75,66,11,44,
2025-07-28 07:30:00,70,60,51,50,3140.0,929.0,70,603,73,66,12,45,75,65,11,45,
2025-07-28 07:45:00,70,60,51,50,3163.0,939.0,69,604,72,66,12,46,73,65,12,46,
2025-07-28 08:00:00,69,61,49,50,3130.0,941.0,69,603,72,66,12,44,74,66,11,45,
2025-07-28 08:15:00,69,60,49,50,3099.0,944.0,69,601,72,66,12,45,74,66,11,45,
2025-07-28 08:30:00,70,61,50,50,3117.0,943.0,69,600,72,67,11,44,74,66,11,44,
2025-07-28 08:45:00,70,60,50,50,3138.0,981.0,70,599,73,66,11,45,75,66,10,45,
2025-07-28 09:00:00,70,60,50,50,3143.0,964.0,69,601,72,66,12,45,75,66,11,45,
2025-07-28 09:15:00,70,60,50,50,3123.0,961.0,70,604,72,66,12,43,74,66,11,43,
2025-07-28 09:30:00,69,60,50,50,3146.0,949.0,70,602,72,66,12,46,75,66,11,46,
2025-07-28 09:45:00,70,61,49,49,3110.0,973.0,70,602,73,66,11,43,74,66,10,43,
2025-07-28 10:00:00,70,61,49,49,3090.0,963.0,70,607,73,67,10,43,74,66,9,43,
2025-07-28 10:15:00,70,61,50,49,3142.0,954.0,70,606,73,67,11,44,76,66,10,44,
2025-07-28 10:30:00,69,61,49,49,3103.0,974.0,70,605,72,66,11,43,74,66,10,43,
2025-07-28 10:45:00,76,61,49,49,3125.0,1013.0,76,611,78,70,25,27,79,70,25,27,
2025-07-28 11:00:00,72,61,49,49,3223.0,1095.0,71,603,72,69,27,35,73,68,27,35,
2025-07-28 11:15:00,72,61,49,49,3243.0,1108.0,71,607,71,68,27,36,73,68,27,36,
2025-07-28 11:30:00,71,61,49,49,3249.0,1113.0,71,611,71,68,27,37,72,68,27,37,
2025-07-28 11:45:00,72,61,50,50,3310.0,1125.0,72,613,73,69,26,34,76,69,27,34,
2025-07-28 12:00:00,77,61,49,49,3571.0,1366.0,77,610,78,71,24,28,80,70,24,28,
2025-07-28 12:15:00,73,60,51,50,4681.0,2431.0,72,601,73,69,26,33,74,69,27,33,
2025-07-28 12:30:00,77,61,49,49,4629.0,2457.0,76,604,78,71,24,27,79,71,24,27,
2025-07-28 12:45:00,77,61,49,49,4602.0,2488.0,77,599,77,71,23,25,79,71,24,25,
2025-07-28 13:00:00,77,62,49,48,4570.0,2516.0,76,602,78,71,24,26,80,70,24,27,
2025-07-28 13:15:00,77,62,48,48,4544.0,2513.0,77,607,78,72,23,22,79,71,23,22,
2025-07-28 13:30:00,78,62,47,48,4454.0,2410.0,78,607,79,72,23,22,80,71,23,22,
